"10014","91330183704708226L","吴来升","食品销售经营者","吴来升","89","2016-06-06","浙江省衢州市开化县华埠镇双桥路42号","2016-06-06至2021-06-05","零售","餐饮，食品","开化县市场监督管理局","2016-06-06","存续"
"10015","91330604680732693X","衢州市柯城聚醉欢饭店","餐饮服务经营者","周俊阳","56","2016-07-18","浙江省衢州市柯城区劳动路138-19号（临）","2016-07-18至2021-07-17","零售","餐饮，食品","衢州市柯城区市场监督管理局","2016-07-18","存续"
"10016","91330402146486170Y","桐庐狄拜网吧","餐饮服务经营者","李品","70","2016-11-15","浙江省杭州市桐庐县城南街道瑶琳路1027号","2016-11-15至2021-11-14","零售","餐饮，食品","桐庐县市场监督管理局","2016-11-15","存续"
"10017","913301007471539452","温州市鹿城区双屿丁现荣小吃店","餐饮服务经营者","丁现荣","149","2016-03-30","浙江省温州市鹿城区双屿街道白楼3弄2-2号","2016-03-30至2021-03-29","零售","餐饮，食品","温州市鹿城区市场监督管理局","2016-03-30","存续"
"10018","56862","诸暨市食上家小吃店","餐饮服务经营者","曹兼玮","53","2016-10-25","诸暨市暨阳街道人民南路115号","2016-10-25至2021-10-24","零售","餐饮，食品","诸暨市市场监督管理局","2016-10-25","存续"
"10019","91330822554021401M","温州市鹿城区蒲鞋市川东小吃店","餐饮服务经营者","彭道杨","67","2016-04-06","浙江省温州市鹿城区蒲鞋市街道金桥路146号","2016-04-06至2021-04-05","零售","餐饮，食品","温州市鹿城区市场监督管理局","2016-04-06","存续"
"10020","49981","绍兴市越城区杭创旅馆","食品销售经营者","绍兴市越城区杭创旅馆","82","2016-02-26","浙江省绍兴市越城区33060200人民中路368号","2016-02-26至2021-02-25","零售","餐饮，食品","绍兴市越城区市场监督管理局","2016-02-26","存续"
"10021","91331100747040553J","杭州市江干区迪伟便利店","食品销售经营者","沈永辉","86","2016-08-23","浙江省杭州市江干区彭埠镇九和人家1幢1单元106室","2016-08-23至2021-08-22","零售","餐饮，食品","杭州市江干区市场监督管理局","2016-08-23","存续"
"10022","913308007686956395","杭州奥海餐饮管理有限公司","食品销售经营者","吴银德","93","2016-11-07","浙江省杭州市上城区望江街道秋涛路296-7号","2016-11-07至2021-11-06","零售","餐饮，食品","杭州市上城区市场监督管理局","2016-11-07","存续"
"10023","49809","宁波市鄞州中河夜风饮品店","餐饮服务经营者","郑保贺","41","2016-05-23","浙江省宁波市鄞州区中河街道天源巷154号","2016-05-23至2021-05-22","零售","餐饮，食品","宁波市鄞州区市场监督管理局","2016-05-23","存续"
"10024","91330825689119510R","永康市五金城阿凯副食店","食品销售经营者","胡丽群","152","2016-08-27","浙江省金华市永康市东城街道五金城五金五街30、32号","2016-08-27至2021-08-26","零售","餐饮，食品","永康市市场监督管理局","2016-08-27","存续"
"10025","91330100731519113T","绍兴市柯桥区平水吴庆平副食品店","食品销售经营者","吴庆平","44","2017-01-06","浙江省绍兴市柯桥区平水镇居委会平水街123号","2017-01-06至2022-01-05","零售","餐饮，食品","绍兴市柯桥区市场监督管理局","2017-01-06","存续"
"10026","913304837044436864","华雷黄焖鸡米饭","食品销售经营者","李祥希","164","2016-09-14","浙江省台州市临海市江南街道贺家洞小区25幢2号","2016-09-14至2021-09-13","零售","餐饮，食品","临海市市场监督管理局","2016-09-14","存续"
"10027","91330784577747758R","宁波市北仑区大碶信伟烟酒粮油副食店","食品销售经营者","江根法","113","2016-05-09","浙江省宁波市北仑区大碶街道湖塘村瓶壶南苑7弄1号","2016-05-09至2021-05-08","零售","餐饮，食品","宁波市北仑区市场监督管理局","2016-05-09","存续"
"10028","913303032565317109","杭州农副产品物流中心冷冻食品交易市场王邦耀食品经营部","食品销售经营者","王邦耀","78","2016-08-03","浙江省杭州市余杭区良渚街道储运路3号杭州农副产品物流中心冷冻食品交易市场A区071号","2016-08-03至2021-08-02","零售","餐饮，食品","余杭区市场监督管理局","2016-08-03","存续"
"10029","27877","温州市龙湾永中周行亚水果摊","食品销售经营者","周行亚","43","2016-09-03","浙江省温州市龙湾区永中街道郑宅菜市场","2016-09-03至2021-09-02","零售","餐饮，食品","温州市龙湾区市场监督管理局","2016-09-03","存续"
"10030","91330621715487908P","宁波海曙媛媛烟杂店","食品销售经营者","王春卫","103","2019-03-18","浙江省宁波市海曙区鼓楼街道尚书街1号","2019-03-18至2024-03-17","零售","餐饮，食品","宁波市海曙区市场监督管理局","2019-03-18","存续"
"10031","91330000765234706J","嵊州市鹿山街道多惠副食店","食品销售经营者","袁莲萍","187","2016-04-21","浙江省绍兴市嵊州市鹿山街道江东村","2016-04-21至2021-04-20","零售","餐饮，食品","嵊州市市场监督管理局","2016-04-21","存续"
"10032","46205","海宁市许村镇黄家记小吃店","餐饮服务经营者","黄亦浪","54","2019-01-08","浙江省嘉兴市海宁市许村镇海澜路23号","2019-01-08至2024-01-07","零售","餐饮，食品","海宁市市场监督管理局","2019-01-08","存续"
"10033","913307267530377804","奉化市莼湖镇美珍超市","食品销售经营者","陈美珍","174","2016-10-26","浙江省宁波市奉化区莼湖镇莼民东路1号","2016-10-26至2021-10-25","零售","餐饮，食品","奉化市市场监督管理局","2016-10-26","存续"
"10034","91331000739938830N","金华市婺城区新天地歌厅","餐饮服务经营者","沈国平","152","2019-01-14","浙江省金华市婺城区丹溪路1113号申华商务酒店１幢2－201、3－301号","2019-01-14至2024-01-13","零售","餐饮，食品","金华市市场监督管理局","2019-01-14","存续"
"10035","91330483788826819B","杭州之江度假区茗雨茶行","食品销售经营者","成中华","187","2017-01-10","浙江省杭州市转塘街道上城埭222号","2017-01-10至2022-01-09","零售","餐饮，食品","杭州市西湖区市场监督管理局","2017-01-10","存续"
"10036","9133048179438771XQ","温州市龙湾瑶溪祥昆副食品经营部","食品销售经营者","吴祥昆","69","2019-01-17","浙江省温州市龙湾区瑶溪街道粮食中心市场A区608号","2019-01-17至2023-05-28","零售","餐饮，食品","温州市龙湾区市场监督管理局","2019-01-17","存续"
"10037","37205","开化县宁江饭店","餐饮服务经营者","朱爱成","36","2016-07-01","浙江省衢州市开化县芹阳办事处江宁路100号、102号","2016-07-01至2021-06-30","零售","餐饮，食品","开化县市场监督管理局","2016-07-01","存续"
"10038","64911","泰顺县食乐轩便利店","食品销售经营者","赵婷婷","44","2016-04-14","浙江省温州市泰顺县罗阳镇城北路138号","2016-04-14至2021-04-13","零售","餐饮，食品","泰顺县市场监督管理局","2016-04-14","存续"
"10039","91330400743475752T","诸暨市草塔赵根法干货摊","食品销售经营者","赵根法","151","2016-11-19","诸暨市草塔农贸市场","2016-11-19至2021-11-18","零售","餐饮，食品","诸暨市市场监督管理局","2016-11-19","存续"
"10040","913304217044152202","乐清市乐成阿祥小炒店","餐饮服务经营者","周佰祥","30","2019-04-02","浙江省温州市乐清市乐成街道乐昌南街39-41号","2019-04-02至2024-04-01","零售","餐饮，食品","乐清市市场监督管理局","2019-04-02","存续"
"10041","913303037590677372","瑞安市孙氏食品店","餐饮服务经营者","孙达爱","41","2016-06-23","浙江省温州市瑞安市安阳街道瑞祥新区西岙村（瑞枫线金达托运部后面）","2016-06-23至2021-06-22","零售","餐饮，食品","瑞安市市场监督管理局","2016-06-23","存续"
"10042","91331024729136885Y","永康市东城阿春饭店","餐饮服务经营者","刘明发","120","2016-07-06","浙江省金华市永康市东城街道黄棠村后宅269号","2016-07-06至2021-07-05","零售","餐饮，食品","永康市市场监督管理局","2016-07-06","存续"
"10043","91330400755944739B","浙江宝泰建设有限公司","单位食堂","毛国红","171","2016-11-22","浙江省杭州市大江东产业集聚区河庄街道","2016-11-22至2021-11-21","零售","餐饮，食品","杭州市市场监督管理局","2016-11-22","存续"
"10044","91330521780483399F","乐清市城东潘高福排挡","餐饮服务经营者","潘高福","160","2016-07-05","浙江省温州市乐清市城东街道牛鼻洞村文兴西路46号","2016-07-05至2021-07-04","零售","餐饮，食品","乐清市市场监督管理局","2016-07-05","存续"
"10045","91331082704736737N","温州经济技术开发区天河上光饭店","餐饮服务经营者","李秀寅","66","2018-12-10","浙江省温州经济技术开发区天河街道金益村金兴路1号","2018-12-10至2023-12-09","零售","餐饮，食品","温州市市场监督管理局","2018-12-10","存续"
"10046","91330328074034940Q","江山市李珠副食品店","食品销售经营者","周李珠","40","2016-07-14","浙江省衢州市江山市新塘边镇下街","2016-07-14至2021-07-13","零售","餐饮，食品","江山市场监督管理局","2016-07-14","存续"
"10047","91330681798584438B","苍南县宜山镇玉特副食品店","食品销售经营者","吴玉特","126","2016-07-07","浙江省温州市苍南县宜山镇环球路16号一层","2016-07-07至2021-07-06","零售","餐饮，食品","苍南县市场监督管理局","2016-07-07","存续"
"10048","91330825741014258G","瑞安市云宝农家小炒店","餐饮服务经营者","瑞安市云宝农家小炒店","137","2016-02-25","浙江省温州市瑞安市33038100安阳街道安泰路48号","2016-02-25至2021-02-24","零售","餐饮，食品","瑞安市市场监督管理局","2016-02-25","存续"
"10049","91330400768675064J","长兴林家铺子食品有限公司","食品销售经营者","林珠","96","2017-01-16","浙江省湖州市长兴县水口乡龙山村龙山自然村","2017-01-16至2022-01-15","零售","餐饮，食品","长兴县市场监督管理局","2017-01-16","存续"
"10050","91330482747736796W","温州市龙湾永中郑良期糖果杂店","食品销售经营者","郑良期","157","2018-12-27","浙江省温州市龙湾区永中街道衙城街273-279号","2018-12-27至2023-12-26","零售","餐饮，食品","温州市龙湾区市场监督管理局","2018-12-27","存续"
"10051","91331022784443765H","谢水玉便利店","食品销售经营者","谢水玉","101","2016-04-06","浙江省衢州市开化县杨林镇杨林村学校边","2016-04-06至2021-04-05","零售","餐饮，食品","开化县市场监督管理局","2016-04-06","存续"
"10052","91330681146288692L","温州市鹿城区丰门蒋洋面馆","餐饮服务经营者","蒋洋","128","2016-11-23","浙江省温州市鹿城区丰门街道尚正路160号正岙锦苑1幢105-2室","2016-11-23至2021-11-22","零售","餐饮，食品","温州市鹿城区市场监督管理局","2016-11-23","存续"
"10053","9133050066619864XM","绍兴市上虞区百官街道王丽娟三鲜摊","食品销售经营者","王丽娟","160","2016-04-27","浙江省绍兴市上虞区百官街道万都农贸市场","2016-04-27至2021-04-26","零售","餐饮，食品","绍兴市上虞区市场监督管理局","2016-04-27","存续"
"10054","29225","建德市洋溪街道优果烘培店","餐饮服务经营者","饶建慧","98","2017-03-20","浙江省杭州市建德市洋溪街道朝阳路197号","2017-03-20至2021-08-08","零售","餐饮，食品","建德市市场监督管理局","2017-03-20","存续"
"10055","65523","东阳市横店一峰烧烤店","餐饮服务经营者","郑一峰","44","2019-04-12","浙江省金华市东阳市横店兴盛路103号","2019-04-12至2024-04-11","零售","餐饮，食品","东阳市市场监督管理局","2019-04-12","存续"
"10056","9133048279209338XE","杭州市滨江区原麦小吃店","餐饮服务经营者","童建新","199","2016-10-24","浙江省杭州市滨江区长河街道仁苑小区商铺47号","2016-10-24至2021-10-23","零售","餐饮，食品","杭州高新技术产业开发区（滨江）市场监督管理局","2016-10-24","存续"
"10057","91330421697048812M","诸暨市盛唐医药连锁有限公司花山药店","食品销售经营者","毛国芳","90","2016-08-23","诸暨市陶朱街道联合村（花山）","2016-08-23至2021-08-22","零售","餐饮，食品","诸暨市市场监督管理局","2016-08-23","存续"
"10058","9133038172363199X8","逸和源·嘉兴市南湖区湘家荡颐养中心","单位食堂","汝才良","71","2017-01-17","浙江省嘉兴市南湖区320国道七星杨庙路口天声国际家居广场东侧","2017-01-17至2022-01-16","零售","餐饮，食品","嘉兴市南湖区行政审批局","2017-01-17","存续"
"10059","9133028161027747XL","浙江常江调味品有限公司","食品销售经营者","刘耀根","43","2016-05-31","浙江省衢州市常山县辉埠镇四通大道358号","2016-05-31至2021-05-30","零售","餐饮，食品","常山县市场监督管理局","2016-05-31","存续"
"10060","913307037590679561","宁波浩鹏进出口有限公司","食品销售经营者","曾晓菲","62","2016-10-14","浙江省宁波市江东区福明街道银晨商务中心1幢1号（16-4）室","2016-10-14至2021-10-13","零售","餐饮，食品","宁波市江东区市场监督管理局","2016-10-14","存续"
"10061","18440","诸暨市璜山丰峰饮品店","餐饮服务经营者","吕杭丰","115","2016-06-21","诸暨市璜山镇璜山村建新路10号","2016-06-21至2021-06-20","零售","餐饮，食品","诸暨市市场监督管理局","2016-06-21","存续"
"10062","913303241454320315","桐乡市濮院松雷百货超市","食品销售经营者","曾春华","92","2016-09-19","浙江省嘉兴市桐乡市濮院镇齐宏路628号","2016-09-19至2021-09-18","零售","餐饮，食品","桐乡市市场监督管理局","2016-09-19","存续"
"10063","91330483758069802E","绍兴市越城区峰琴食品超市","食品销售经营者","潘叶峰","189","2016-12-02","浙江省绍兴市越城区鉴湖镇玉屏村戴家坞46号","2016-12-02至2021-12-01","零售","餐饮，食品","绍兴市越城区市场监督管理局","2016-12-02","存续"
"10064","25240","邵琳汤包店","餐饮服务经营者","邵琳","154","2016-07-07","浙江省台州市温岭市泽国镇泽南北路3-8号（前面间）","2016-07-07至2021-07-06","零售","餐饮，食品","温岭市市场监督管理局","2016-07-07","存续"
"10065","50874","乐清市虹桥晓阳西街烟酒商行","食品销售经营者","林晓阳","198","2016-07-01","浙江省温州市乐清市虹桥镇西街144-150号","2016-07-01至2021-06-30","零售","餐饮，食品","乐清市市场监督管理局","2016-07-01","存续"
"10066","913311225803666061","德清钟管袁袁麻辣烫店","餐饮服务经营者","沈红花","87","2017-01-04","浙江省湖州市德清县钟管镇文昌路58号、60号","2017-01-04至2022-01-03","零售","餐饮，食品","德清县市场监督管理局","2017-01-04","存续"
"10067","913303267450598596","嘉兴市南湖区城西宝申副食品商店","食品销售经营者","丁宝生","146","2016-07-22","浙江省嘉兴市南湖区新嘉街道羽绒路底（原百三居委会办公用房）","2016-07-22至2021-07-21","零售","餐饮，食品","嘉兴市南湖区市场监督管理局","2016-07-22","存续"
"10068","913309210852768066","诸暨市杨建英百货商店","食品销售经营者","杨建英","178","2016-06-28","诸暨市暨阳街道朱公路15-11号","2016-06-28至2021-06-27","零售","餐饮，食品","诸暨市市场监督管理局","2016-06-28","存续"
"10069","58862","永嘉县桥下镇周晖超市","餐饮服务经营者","周晖","126","2019-05-28","浙江省温州市永嘉县桥下镇上村村上村路6号","2019-05-28至2024-05-27","零售","餐饮，食品","永嘉县市场监督管理局","2019-05-28","存续"
"10070","913305211470816859","舟山市定海老裘小吃店","餐饮服务经营者","裘飞雁","91","2016-08-01","浙江省舟山市定海区环城西路8-3号","2016-08-01至2021-07-31","零售","餐饮，食品","舟山市市场监督管理局定海分局","2016-08-01","存续"
"10071","91330901666176336H","金华市婺城区潇梅面馆","餐饮服务经营者","向红梅","98","2019-04-10","浙江省金华市婺城区秋滨街道冠山顶社区冠新十二路1幢01号一楼（自主申报）","2019-04-10至2024-04-09","零售","餐饮，食品","金华市市场监督管理局","2019-04-10","存续"
"10072","91330522687857675G","中国石化销售股份有限公司浙江嘉兴桐乡虎啸加油站","食品销售经营者","李晓峰","62","2019-04-09","浙江省嘉兴市桐乡市崇福镇芦母村火胜场83号","2019-04-09至2021-04-18","零售","餐饮，食品","桐乡市市场监督管理局","2019-04-09","存续"
"10073","91330781782920679T","丽水市康林保健食品商行","食品销售经营者","周丽平","73","2016-12-16","浙江省丽水市高岭弄22-5号","2016-12-16至2021-12-15","零售","餐饮，食品","丽水市莲都区市场监督管理局","2016-12-16","存续"
"10074","913302816776932401","义乌市乌胜烤肉店","餐饮服务经营者","周世虎","156","2016-08-22","浙江省金华市义乌市江东街道青岩刘C区90幢2单元一楼","2016-08-22至2021-08-21","零售","餐饮，食品","义乌市市场监督管理局","2016-08-22","存续"
"10075","34981","绍兴景瑞望府工地食堂","单位食堂","葛财富","199","2016-07-07","浙江省绍兴市柯桥区柯岩街道高尔夫路以南、104国道南复线以北","2016-07-07至2017-07-06","零售","餐饮，食品","绍兴市柯桥区市场监督管理局","2016-07-07","存续"
"10076","91330109571488169J","温州市鹿城区五马董光红便利店","食品销售经营者","董光红","55","2016-11-05","浙江省温州市鹿城区五马街道望江东路30号","2016-11-05至2021-11-04","零售","餐饮，食品","温州市鹿城区市场监督管理局","2016-11-05","存续"
"10077","91330621307490243N","宁波海曙区永贝经贸有限公司","食品销售经营者","柯林飞","103","2016-12-23","浙江省宁波市海曙区高桥镇藕缆桥村","2016-12-23至2021-12-22","零售","餐饮，食品","宁波市海曙区市场监督管理局","2016-12-23","存续"
"10078","913304837549122172","宁波市牛奔奔商贸有限责任公司","食品销售经营者","魏廷珍","140","2018-11-29","浙江省宁波市鄞州区钟公庙街道宁南北路1035号","2018-11-29至2023-11-28","零售","餐饮，食品","宁波市鄞州区市场监督管理局","2018-11-29","存续"
"10079","91331121757077261M","杭州萧山宁围杨利副食品商行","食品销售经营者","杨利芳","68","2016-08-25","浙江省杭州市萧山区宁围街道新华村8组191号","2016-08-25至2021-08-24","零售","餐饮，食品","杭州市萧山区市场监督管理局","2016-08-25","存续"
"10080","913306817352731146","慈溪市浒山岳年小吃店","餐饮服务经营者","许岳年","135","2016-09-19","浙江省宁波市慈溪市浒山街道解放中街197、199、201、203号（新都汇商务中心）","2016-09-19至2021-09-18","零售","餐饮，食品","慈溪市市场监督管理局","2016-09-19","存续"
"10081","91330110143891330L","宁波市北仑区大碶威林水果店","食品销售经营者","王林炎","78","2016-10-28","浙江省宁波市北仑区大碶街道人民北路4号","2016-10-28至2021-10-27","零售","餐饮，食品","宁波市北仑区市场监督管理局","2016-10-28","存续"
"10082","9133010971252139X1","永康市西城老郭饭店","餐饮服务经营者","张可","176","2016-09-10","浙江省金华市永康市花街镇新川村70号西面","2016-09-10至2021-09-09","零售","餐饮，食品","永康市市场监督管理局","2016-09-10","存续"
"10083","91330110715449768A","台州市椒江文景面馆","餐饮服务经营者","季兆云","43","2016-09-18","浙江省台州市椒江区葭沚街道文景苑小区商铺富强路9-9号","2016-09-18至2021-09-17","零售","餐饮，食品","台州市椒江区市场监督管理局","2016-09-18","存续"
"10084","91331002255660182F","宁波市北仑区新碶丽霞餐饮店","餐饮服务经营者","魏丽霞","144","2019-02-02","浙江省宁波市北仑区新碶街道星云街5号2幢星云街5号","2019-02-02至2024-02-01","零售","餐饮，食品","宁波市北仑区市场监督管理局","2019-02-02","存续"
"10085","913303247976399432","浙江永欣建筑设备有限公司","单位食堂","魏以忠","60","2016-08-23","浙江省丽水市市辖区南明山街道七百秧街137号","2016-08-23至2021-08-22","零售","餐饮，食品","丽水市市场监督管理局","2016-08-23","存续"
"10086","92330523MA2F4DCY6X","温州市瓯海潘桥冠晨小吃店","餐饮服务经营者","陈丽娟","67","2016-08-01","温州市瓯海区潘桥街道丁岙西路25-1号","2016-08-01至2021-07-31","零售","餐饮，食品","温州市瓯海区市场监督管理局","2016-08-01","存续"
"10087","913305210656039100","慈溪市浒山栎扬食品店","食品销售经营者","张纪龙","130","2019-05-10","浙江省宁波市慈溪市浒山街道乌山路220-230号","2019-05-10至2024-04-22","零售","餐饮，食品","慈溪市市场监督管理局","2019-05-10","存续"
"10088","22549","金华市婺城区亦雯副食小店","食品销售经营者","蒋惠顺","180","2016-11-29","浙江省金华市婺城区西关街道祥桥街23号","2016-11-29至2021-11-28","零售","餐饮，食品","金华市市场监督管理局","2016-11-29","存续"
"10089","91330381552880376T","海盐县澉浦镇俊利超市","食品销售经营者","张俊良","159","2016-08-01","浙江省嘉兴市海盐县澉浦镇东大街9号","2016-08-01至2021-07-31","零售","餐饮，食品","海盐县市场监督管理局","2016-08-01","存续"
"10090","91330304661716436M","海盐县英皇水会洗浴中心","餐饮服务经营者","张小勤","53","2019-02-20","浙江省嘉兴市海盐县武原街道广场西路54号","2019-02-20至2024-02-19","零售","餐饮，食品","海盐县市场监督管理局","2019-02-20","存续"
"10091","913303037829024549","江山市双仙饭店","餐饮服务经营者","刘双仙","128","2016-09-30","浙江省衢州市江山市廿八都镇浔里街53号","2016-09-30至2021-09-29","零售","餐饮，食品","江山市市场监督管理局","2016-09-30","存续"
"10092","91330522570556430R","乐清市柳市聚得轩汤包店","餐饮服务经营者","施威","52","2016-10-13","浙江省温州市乐清市柳市镇惠丰西路60号","2016-10-13至2021-10-12","零售","餐饮，食品","乐清市市场监督管理局","2016-10-13","存续"
"10093","91330723695285048C","海宁市马桥月明饭店","餐饮服务经营者","汤月明","160","2016-03-21","浙江省嘉兴市海宁市马桥街道马桥路356号","2016-03-21至2021-03-20","零售","餐饮，食品","海宁市市场监督管理局","2016-03-21","存续"
"10094","913302266655664983","海盐县百步镇永利点心店","餐饮服务经营者","沈全超","151","2016-04-06","浙江省嘉兴市海盐县百步镇建设路29号","2016-04-06至2021-04-05","零售","餐饮，食品","海盐县市场监督管理局","2016-04-06","存续"
"10095","91330481691279185R","瑞安市福尊龙虾馆","餐饮服务经营者","张景峰","77","2016-05-16","浙江省温州市瑞安市安阳街道隆山东路165、167号","2016-05-16至2021-05-15","零售","餐饮，食品","瑞安市市场监督管理局","2016-05-16","存续"
"10096","91330302738440344J","苍南县灵溪镇道印米行","食品销售经营者","王道印","38","2016-04-26","浙江省温州市苍南县灵溪镇新兴路51号","2016-04-26至2021-04-25","零售","餐饮，食品","苍南县市场监督管理局","2016-04-26","存续"
"10097","91330106609136522M","桐乡市濮院椿林麻辣烫店","餐饮服务经营者","程彦梅","97","2016-10-11","浙江省嘉兴市桐乡市濮院镇永安路691号","2016-10-11至2021-10-10","零售","餐饮，食品","桐乡市市场监督管理局","2016-10-11","存续"
"10098","9133100373524353XK","三门县刘尚友副食品店","食品销售经营者","刘尚友","53","2016-08-09","浙江省台州市三门县亭旁镇下路朱村","2016-08-09至2021-08-08","零售","餐饮，食品","三门县市场监督管理局","2016-08-09","存续"
"10099","91331100148439191F","平阳县沁儿小吃店","餐饮服务经营者","李锦芳","110","2016-09-23","浙江省温州市平阳县昆阳镇万兴路194号","2016-09-23至2021-09-22","零售","餐饮，食品","平阳县市场监督管理局","2016-09-23","存续"
"10100","21082","温州嘉雅贸易有限公司","食品销售经营者","蔡善法","182","2016-11-02","浙江省温州市鹿城区车道大道238号恒隆商务楼1304室","2016-11-02至2021-11-01","零售","餐饮，食品","温州市鹿城区市场监督管理局","2016-11-02","存续"
"10101","91330000704345955Y","金华市婺城区叔叔家韩国料理店","餐饮服务经营者","冯明明","90","2016-05-30","浙江省金华市婺城区新狮街道高村北门街左边第三间","2016-05-30至2021-05-29","零售","餐饮，食品","金华市婺城区市场监督管理局","2016-05-30","存续"
"10102","48267","宁波市镇海区招宝山和家美蛋糕店","餐饮服务经营者","杨琪忠","84","2016-10-09","浙江省宁波市镇海区招宝山街道后大街378号","2016-10-09至2021-10-08","零售","餐饮，食品","宁波市镇海区市场监督管理局","2016-10-09","存续"
"10103","55089","义乌市明玲馒头店","食品销售经营者","张明","118","2016-11-07","浙江省义乌市上溪综合市场180号摊","2016-11-07至2021-11-06","零售","餐饮，食品","义乌市市场监督管理局","2016-11-07","存续"
"10104","91330523699521247F","杭州余杭区星桥街道马成华拉面店","餐饮服务经营者","马成华","191","2017-05-16","浙江省杭州市余杭区星桥街道藕花洲大街西段185-1号","2017-05-16至2021-06-20","零售","餐饮，食品","余杭区市场监督管理局","2017-05-16","存续"
"10105","91330621712529981A","温州市崇银饮食有限公司","餐饮服务经营者","张崇银","152","2016-08-26","浙江省温州市鹿城区双龙路128、130号","2016-08-26至2021-08-25","零售","餐饮，食品","温州市鹿城区市场监督管理局","2016-08-26","存续"
